# N samplings P
9 4 0.0004007212983370066
10 8 0.0008014425966740132
11 42 0.004207573632538569
12 124 0.0124223602484472
13 238 0.02384291725105189
14 492 0.04928871969545182
15 766 0.07673812863153677
16 1026 0.1027850130234422
17 1286 0.1288318974153476
18 1366 0.1368463233820878
19 1350 0.1352434381887397
20 1218 0.1220196353436185
21 870 0.08715688238829894
22 546 0.0546984572230014
23 300 0.0300540973752755
24 198 0.01983570426768183
25 96 0.009617311160088158
26 28 0.002805049088359046
27 16 0.001602885193348026
28 6 0.0006010819475055099
29 2 0.0002003606491685033
