# N samplings P
21 2 0.0002009646302250804
22 2 0.0002009646302250804
23 6 0.0006028938906752412
24 32 0.003215434083601286
25 78 0.007837620578778135
26 138 0.01386655948553055
27 228 0.02290996784565916
28 308 0.03094855305466238
29 504 0.05064308681672026
30 610 0.06129421221864952
31 864 0.08681672025723473
32 894 0.08983118971061094
33 988 0.0992765273311897
34 1140 0.1145498392282958
35 998 0.1002813504823151
36 884 0.08882636655948553
37 744 0.07475884244372991
38 526 0.05285369774919614
39 416 0.04180064308681672
40 238 0.02391479099678457
41 160 0.01607717041800643
42 80 0.008038585209003215
43 60 0.006028938906752411
44 32 0.003215434083601286
45 12 0.001205787781350482
46 6 0.0006028938906752412
48 2 0.0002009646302250804
